Archivo,Calidad,Tiempo
100-600-073.txt.salida_0,66,17
100-600-074.txt.salida_0,72,4
100-600-075.txt.salida_0,79,4
100-600-076.txt.salida_0,77,18
100-600-077.txt.salida_0,69,5
100-600-078.txt.salida_0,66,4
100-600-079.txt.salida_0,65,10
100-600-080.txt.salida_0,67,9
100-600-081.txt.salida_0,65,4
100-600-082.txt.salida_0,69,5
100-600-083.txt.salida_0,67,5
100-600-084.txt.salida_0,66,8
100-600-085.txt.salida_0,71,4
100-600-086.txt.salida_0,68,5
100-600-087.txt.salida_0,75,8
100-600-088.txt.salida_0,75,7
100-600-089.txt.salida_0,59,7
100-600-090.txt.salida_0,71,4
100-600-091.txt.salida_0,70,9
100-600-092.txt.salida_0,68,4
100-600-093.txt.salida_0,79,6
100-600-094.txt.salida_0,72,5
100-600-095.txt.salida_0,76,4
100-600-096.txt.salida_0,54,4
100-600-097.txt.salida_0,71,11
100-600-098.txt.salida_0,66,4
100-600-099.txt.salida_0,68,6
100-600-100.txt.salida_0,72,5
100-800-001.txt.salida_0,79,6
100-800-002.txt.salida_0,73,6
100-800-003.txt.salida_0,70,14
100-800-004.txt.salida_0,73,17
100-800-005.txt.salida_0,75,15
100-800-006.txt.salida_0,75,10
100-800-007.txt.salida_0,72,7
100-800-008.txt.salida_0,70,7
100-800-009.txt.salida_0,71,17
100-800-010.txt.salida_0,79,14
100-800-011.txt.salida_0,76,14
100-800-012.txt.salida_0,65,13
100-800-013.txt.salida_0,67,22
100-800-014.txt.salida_0,71,21
100-800-015.txt.salida_0,75,6
100-800-016.txt.salida_0,75,22
100-800-017.txt.salida_0,71,5
100-800-018.txt.salida_0,73,21
100-800-019.txt.salida_0,68,5
100-800-020.txt.salida_0,72,8
100-800-021.txt.salida_0,71,10
100-800-022.txt.salida_0,71,6
100-800-023.txt.salida_0,65,6
100-800-024.txt.salida_0,73,5
100-800-025.txt.salida_0,66,6
100-800-026.txt.salida_0,78,7
100-800-027.txt.salida_0,69,7
100-800-028.txt.salida_0,74,6
100-800-029.txt.salida_0,70,6
100-800-030.txt.salida_0,67,23
100-800-031.txt.salida_0,74,24
100-800-032.txt.salida_0,64,5
100-800-033.txt.salida_0,69,5
100-800-034.txt.salida_0,70,5
100-800-035.txt.salida_0,75,5
100-800-036.txt.salida_0,72,7
100-800-037.txt.salida_0,68,7
100-800-038.txt.salida_0,68,6
100-800-039.txt.salida_0,72,11
100-800-040.txt.salida_0,73,10
100-800-041.txt.salida_0,73,25
100-800-042.txt.salida_0,67,21
100-800-043.txt.salida_0,71,15
100-800-044.txt.salida_0,73,10
100-800-045.txt.salida_0,70,6
100-800-046.txt.salida_0,75,6
100-800-047.txt.salida_0,69,5
100-800-048.txt.salida_0,64,6
100-800-049.txt.salida_0,67,5
100-800-050.txt.salida_0,75,6
100-800-051.txt.salida_0,64,15
100-800-052.txt.salida_0,73,14
100-800-053.txt.salida_0,69,6
100-800-054.txt.salida_0,70,7
100-800-055.txt.salida_0,75,7
100-800-056.txt.salida_0,78,5
100-800-057.txt.salida_0,67,11
100-800-058.txt.salida_0,68,9
100-800-059.txt.salida_0,75,6
100-800-060.txt.salida_0,68,5
100-800-061.txt.salida_0,76,6
100-800-062.txt.salida_0,71,20
100-800-063.txt.salida_0,81,6
100-800-064.txt.salida_0,71,6
100-800-065.txt.salida_0,77,10
100-800-066.txt.salida_0,68,14
100-800-067.txt.salida_0,74,9
100-800-068.txt.salida_0,75,6
100-800-069.txt.salida_0,73,6
100-800-070.txt.salida_0,76,6
100-800-071.txt.salida_0,68,7
100-800-072.txt.salida_0,69,7
100-800-073.txt.salida_0,76,15
100-800-074.txt.salida_0,70,6
100-800-075.txt.salida_0,65,15
100-800-076.txt.salida_0,75,14
100-800-077.txt.salida_0,77,6
100-800-078.txt.salida_0,67,6
100-800-079.txt.salida_0,69,5
100-800-080.txt.salida_0,73,7
100-800-081.txt.salida_0,77,7
100-800-082.txt.salida_0,82,7
100-800-083.txt.salida_0,76,5
100-800-084.txt.salida_0,73,7
100-800-085.txt.salida_0,79,5
100-800-086.txt.salida_0,67,6
100-800-087.txt.salida_0,72,6
100-800-088.txt.salida_0,68,6
100-800-089.txt.salida_0,67,6
100-800-090.txt.salida_0,64,6
100-800-091.txt.salida_0,72,6
100-800-092.txt.salida_0,69,6
100-800-093.txt.salida_0,76,7
100-800-094.txt.salida_0,70,5
100-800-095.txt.salida_0,70,14
100-800-096.txt.salida_0,65,15
100-800-097.txt.salida_0,70,5
100-800-098.txt.salida_0,66,15
100-800-099.txt.salida_0,74,15
100-800-100.txt.salida_0,69,5
200-300-001.txt.salida_0,122,6
200-300-002.txt.salida_0,123,4
200-300-003.txt.salida_0,127,7
200-300-004.txt.salida_0,116,4
200-300-005.txt.salida_0,132,7
200-300-006.txt.salida_0,136,4
200-300-007.txt.salida_0,116,6
200-300-008.txt.salida_0,124,5
200-300-009.txt.salida_0,131,6
200-300-010.txt.salida_0,132,4
200-300-011.txt.salida_0,119,4
200-300-012.txt.salida_0,126,14
200-300-013.txt.salida_0,114,12
200-300-014.txt.salida_0,127,8
200-300-015.txt.salida_0,133,7
200-300-016.txt.salida_0,129,4
200-300-017.txt.salida_0,126,5
200-300-018.txt.salida_0,128,12
200-300-019.txt.salida_0,132,5
200-300-020.txt.salida_0,119,6
200-300-021.txt.salida_0,115,5
200-300-022.txt.salida_0,125,5
200-300-023.txt.salida_0,121,15
200-300-024.txt.salida_0,110,15
200-300-025.txt.salida_0,122,11
200-300-026.txt.salida_0,131,4
200-300-027.txt.salida_0,120,15
200-300-028.txt.salida_0,128,14
200-300-029.txt.salida_0,129,11
200-300-030.txt.salida_0,130,8
200-300-031.txt.salida_0,119,7
200-300-032.txt.salida_0,123,19
200-300-033.txt.salida_0,123,4
200-300-034.txt.salida_0,126,4
200-300-035.txt.salida_0,116,13
200-300-036.txt.salida_0,118,4
200-300-037.txt.salida_0,119,10
200-300-038.txt.salida_0,122,8
200-300-039.txt.salida_0,130,4
200-300-040.txt.salida_0,134,8
200-300-041.txt.salida_0,131,4
200-300-042.txt.salida_0,128,6
200-300-043.txt.salida_0,123,5
200-300-044.txt.salida_0,126,5
200-300-045.txt.salida_0,125,5
200-300-046.txt.salida_0,121,5
200-300-047.txt.salida_0,115,4
200-300-048.txt.salida_0,124,4
200-300-049.txt.salida_0,119,4
200-300-050.txt.salida_0,126,5
200-300-051.txt.salida_0,122,5
200-300-052.txt.salida_0,125,11
200-300-053.txt.salida_0,129,5
200-300-054.txt.salida_0,124,4
200-300-055.txt.salida_0,126,5
200-300-056.txt.salida_0,125,4
200-300-057.txt.salida_0,136,5
200-300-058.txt.salida_0,124,5
200-300-059.txt.salida_0,128,4
200-300-060.txt.salida_0,122,5
200-300-061.txt.salida_0,125,5
200-300-062.txt.salida_0,128,4
200-300-063.txt.salida_0,133,5
200-300-064.txt.salida_0,121,5
200-300-065.txt.salida_0,142,11
200-300-066.txt.salida_0,121,4
200-300-067.txt.salida_0,130,4
200-300-068.txt.salida_0,132,11
200-300-069.txt.salida_0,121,11
200-300-070.txt.salida_0,120,10
200-300-071.txt.salida_0,120,11
200-300-072.txt.salida_0,122,6
200-300-073.txt.salida_0,126,5
200-300-074.txt.salida_0,129,13
200-300-075.txt.salida_0,121,12
200-300-076.txt.salida_0,134,12
200-300-077.txt.salida_0,129,7
200-300-078.txt.salida_0,119,15
200-300-079.txt.salida_0,123,14
200-300-080.txt.salida_0,125,4
200-300-081.txt.salida_0,115,4
200-300-082.txt.salida_0,119,4
200-300-083.txt.salida_0,129,5
200-300-084.txt.salida_0,125,4
200-300-085.txt.salida_0,141,4
200-300-086.txt.salida_0,116,9
200-300-087.txt.salida_0,120,9
200-300-088.txt.salida_0,129,9
200-300-089.txt.salida_0,114,9
200-300-090.txt.salida_0,112,8
200-300-091.txt.salida_0,119,13
200-300-092.txt.salida_0,121,10
200-300-093.txt.salida_0,132,11
200-300-094.txt.salida_0,125,8
200-300-095.txt.salida_0,118,5
200-300-096.txt.salida_0,106,11
200-300-097.txt.salida_0,113,8
200-300-098.txt.salida_0,124,13
200-300-099.txt.salida_0,122,7
200-300-100.txt.salida_0,122,11
200-600-001.txt.salida_0,132,9
200-600-002.txt.salida_0,128,8
200-600-003.txt.salida_0,121,9
200-600-004.txt.salida_0,133,9
200-600-005.txt.salida_0,121,9
200-600-006.txt.salida_0,126,10
200-600-007.txt.salida_0,134,9
200-600-008.txt.salida_0,127,9
200-600-009.txt.salida_0,126,11
200-600-010.txt.salida_0,136,11
200-600-011.txt.salida_0,129,28
200-600-012.txt.salida_0,132,11
200-600-013.txt.salida_0,127,12
200-600-014.txt.salida_0,143,13
200-600-015.txt.salida_0,139,13
200-600-016.txt.salida_0,131,12
200-600-017.txt.salida_0,122,14
200-600-018.txt.salida_0,128,11
200-600-019.txt.salida_0,124,8
200-600-020.txt.salida_0,120,9
200-600-021.txt.salida_0,125,9
200-600-022.txt.salida_0,131,9
200-600-023.txt.salida_0,126,8
200-600-024.txt.salida_0,125,11
200-600-025.txt.salida_0,131,12
200-600-026.txt.salida_0,133,10
200-600-027.txt.salida_0,131,9
200-600-028.txt.salida_0,135,27
200-600-029.txt.salida_0,131,9
200-600-030.txt.salida_0,133,9
200-600-031.txt.salida_0,130,9
200-600-032.txt.salida_0,127,9
200-600-033.txt.salida_0,132,10
200-600-034.txt.salida_0,126,9
200-600-035.txt.salida_0,135,12
200-600-036.txt.salida_0,132,17
200-600-037.txt.salida_0,117,20
200-600-038.txt.salida_0,130,8
200-600-039.txt.salida_0,143,14
200-600-040.txt.salida_0,132,12
200-600-041.txt.salida_0,133,11
200-600-042.txt.salida_0,131,9
200-600-043.txt.salida_0,122,9
200-600-044.txt.salida_0,115,9
200-600-045.txt.salida_0,124,8
200-600-046.txt.salida_0,133,8
200-600-047.txt.salida_0,123,9
200-600-048.txt.salida_0,135,9
200-600-049.txt.salida_0,131,9
200-600-050.txt.salida_0,129,10
200-600-051.txt.salida_0,123,10
200-600-052.txt.salida_0,137,8
200-600-053.txt.salida_0,120,9
200-600-054.txt.salida_0,127,32
200-600-055.txt.salida_0,135,9
200-600-056.txt.salida_0,130,10
200-600-057.txt.salida_0,123,8
200-600-058.txt.salida_0,131,9
200-600-059.txt.salida_0,112,18
200-600-060.txt.salida_0,121,10
200-600-061.txt.salida_0,135,14
200-600-062.txt.salida_0,136,9
200-600-063.txt.salida_0,124,21
200-600-064.txt.salida_0,127,22
200-600-065.txt.salida_0,130,8
200-600-066.txt.salida_0,133,9
200-600-067.txt.salida_0,145,9
200-600-068.txt.salida_0,137,11
200-600-069.txt.salida_0,127,12
200-600-070.txt.salida_0,126,22
200-600-071.txt.salida_0,137,9
200-600-072.txt.salida_0,121,8
200-600-073.txt.salida_0,136,13
200-600-074.txt.salida_0,130,14
200-600-075.txt.salida_0,133,10
200-600-076.txt.salida_0,137,8
200-600-077.txt.salida_0,128,8
200-600-078.txt.salida_0,113,9
200-600-079.txt.salida_0,130,8
200-600-080.txt.salida_0,136,21
200-600-081.txt.salida_0,124,9
200-600-082.txt.salida_0,128,9
200-600-083.txt.salida_0,142,9
200-600-084.txt.salida_0,133,9
200-600-085.txt.salida_0,139,10
200-600-086.txt.salida_0,128,9
200-600-087.txt.salida_0,133,9
200-600-088.txt.salida_0,135,10
200-600-089.txt.salida_0,130,11
200-600-090.txt.salida_0,124,8
200-600-091.txt.salida_0,135,10
200-600-092.txt.salida_0,126,12
200-600-093.txt.salida_0,129,8
200-600-094.txt.salida_0,122,9
200-600-095.txt.salida_0,133,10
200-600-096.txt.salida_0,124,9
200-600-097.txt.salida_0,131,8
200-600-098.txt.salida_0,135,8
200-600-099.txt.salida_0,139,10
200-600-100.txt.salida_0,127,27
200-800-001.txt.salida_0,128,28
200-800-002.txt.salida_0,137,23
200-800-003.txt.salida_0,134,11
200-800-004.txt.salida_0,131,22
200-800-005.txt.salida_0,148,20
200-800-006.txt.salida_0,133,17
200-800-007.txt.salida_0,125,14
200-800-008.txt.salida_0,133,29
200-800-009.txt.salida_0,136,12
200-800-010.txt.salida_0,145,26
200-800-011.txt.salida_0,139,33
200-800-012.txt.salida_0,131,12
200-800-013.txt.salida_0,132,26
200-800-014.txt.salida_0,143,12
200-800-015.txt.salida_0,147,11
200-800-016.txt.salida_0,142,17
200-800-017.txt.salida_0,128,15
200-800-018.txt.salida_0,133,17
200-800-019.txt.salida_0,142,13
200-800-020.txt.salida_0,138,24
200-800-021.txt.salida_0,125,16
200-800-022.txt.salida_0,133,15
200-800-023.txt.salida_0,133,15
200-800-024.txt.salida_0,121,11
200-800-025.txt.salida_0,138,29
200-800-026.txt.salida_0,128,25
200-800-027.txt.salida_0,138,17
200-800-028.txt.salida_0,144,17
200-800-029.txt.salida_0,133,28
200-800-030.txt.salida_0,130,22
200-800-031.txt.salida_0,138,12
200-800-032.txt.salida_0,116,13
200-800-033.txt.salida_0,136,31
200-800-034.txt.salida_0,133,25
200-800-035.txt.salida_0,141,22
200-800-036.txt.salida_0,135,20
200-800-037.txt.salida_0,135,12
200-800-038.txt.salida_0,124,13
200-800-039.txt.salida_0,125,13
200-800-040.txt.salida_0,128,12
200-800-041.txt.salida_0,128,12
200-800-042.txt.salida_0,126,11
200-800-043.txt.salida_0,130,12
200-800-044.txt.salida_0,123,11
200-800-045.txt.salida_0,126,17
200-800-046.txt.salida_0,132,18
200-800-047.txt.salida_0,130,30
200-800-048.txt.salida_0,132,17
200-800-049.txt.salida_0,130,17
200-800-050.txt.salida_0,129,22
200-800-051.txt.salida_0,130,18
200-800-052.txt.salida_0,140,14
200-800-053.txt.salida_0,141,13
200-800-054.txt.salida_0,136,12
200-800-055.txt.salida_0,120,15
200-800-056.txt.salida_0,133,16
200-800-057.txt.salida_0,132,11
200-800-058.txt.salida_0,129,12
200-800-059.txt.salida_0,132,37
200-800-060.txt.salida_0,138,33
200-800-061.txt.salida_0,132,12
200-800-062.txt.salida_0,131,12
200-800-063.txt.salida_0,135,17
200-800-064.txt.salida_0,125,17
200-800-065.txt.salida_0,139,13
200-800-066.txt.salida_0,123,15
200-800-067.txt.salida_0,135,12
200-800-068.txt.salida_0,132,14
200-800-069.txt.salida_0,131,17
200-800-070.txt.salida_0,141,11
200-800-071.txt.salida_0,138,17
200-800-072.txt.salida_0,135,17
200-800-073.txt.salida_0,139,13
200-800-074.txt.salida_0,125,13
200-800-075.txt.salida_0,135,25
200-800-076.txt.salida_0,134,13
200-800-077.txt.salida_0,129,12
200-800-078.txt.salida_0,129,17
200-800-079.txt.salida_0,130,12
200-800-080.txt.salida_0,133,12
200-800-081.txt.salida_0,136,12
200-800-082.txt.salida_0,137,12
200-800-083.txt.salida_0,139,11
200-800-084.txt.salida_0,135,30
200-800-085.txt.salida_0,141,12
200-800-086.txt.salida_0,126,13
200-800-087.txt.salida_0,131,12
200-800-088.txt.salida_0,142,12
200-800-089.txt.salida_0,122,18
200-800-090.txt.salida_0,120,12
200-800-091.txt.salida_0,151,12
200-800-092.txt.salida_0,127,17
200-800-093.txt.salida_0,142,11
200-800-094.txt.salida_0,121,17
200-800-095.txt.salida_0,128,16
200-800-096.txt.salida_0,126,12
200-800-097.txt.salida_0,134,11
200-800-098.txt.salida_0,120,12
200-800-099.txt.salida_0,137,11
200-800-100.txt.salida_0,130,11
